text1	text2	label
肝郁失眠毛囊炎咳嗽内火	咳嗽	1
颌面部感染	感染	1
右腰背部肉芽肿性炎	肉芽肿	1
颅内病变性质待查脱髓鞘疾病可能性大	脱髓鞘病	1
新生儿应激性溃疡	新生儿消化性溃疡	1
急性粒细胞减少症	中性粒细胞减少症	1
右小腿及足背皮肤缺损并坏死	皮肤缺损	1
腰椎间盘突出症高`血压	高血压	1
停经344周B超提示胎儿脑中线无回声区	妊娠状态	1
右乳良性导管扩张左乳良性导管扩张	乳腺导管扩张症	1
Z足癣继发感染	足感染	1
乙状结肠中分化腺癌术后中医治疗	结肠术后	1
慢性浅表性胃炎并胃体糜烂	慢性浅表性胃炎	1
结肠中分化腺癌根治术后PT4N1M0 盆腔转移	腺癌	1
咽炎扁桃体炎鼻炎	咽炎	1
胃肿瘤化疗	胃恶性肿瘤	1
"""G2P1孕36+1周待产LOA,胎膜早破，疤痕子宫"""	胎膜早破	1
上肢动脉阻塞	上肢动脉闭塞	1
右膝后交叉韧带损伤	膝关节后十字韧带损伤	1
AECOPD肺心衰右侧包裹性胸水	包裹性胸腔积液	1
右小腿下段前内侧皮肤坏死缺失创面	下肢皮肤坏死	1
右上肺鳞癌术后（pT2N2MO	右肺上叶恶性肿瘤	1
左大腿皮下大粉瘤	皮脂腺囊肿	1
糖尿病性末梢神经损坏脑供血障碍	未特指的糖尿病伴有神经的并发症	1
阴道前壁脱出II度子宫脱出I度	阴道前壁脱垂	1
左侧胫骨远端外侧踝及腓骨撕脱性骨折	胫骨骨折伴踝骨折	1
主动脉瓣三尖瓣中度闭锁不全	主动脉瓣关闭不全	1
左拇趾及左足背缺血坏死	下肢皮肤坏死	1
"""甲状腺癌,卵巢囊肿？"""	卵巢囊肿	1
上腭癌	癌	1
"""食管癌,化疗呕吐反流性食管病,低钾血症水肿,行动不便,白细胞低,咳嗽"""	水肿	1
面颊部肿物	面部肿物	1
血尿蛋白尿查因IGA肾病	血尿	1
左手多处皮肤划伤	手部损伤	1
右眼视网膜裂孔伴局限性脱离	视网膜脱离	1
低钠低钾低氯	低钠血症	1
左丘脑腔隙灶脑白质缺血	腔隙性脑梗死	1
新生儿RH溶血	新生儿Rh血型不合溶血病	1
免疫功能低先心病卵圆孔未闭	先天性心脏病	1
妊娠合并肝内胆汁淤积征	妊娠期肝内胆汁淤积症	1
非霍奇金套细胞淋巴瘤III期B	非霍奇金淋巴瘤	1
右足烧伤后并趾畸形	足部烧伤	1
高尿酸高粘滞血症尿感	高粘稠血症	1
扁平苔藓乳房Paget	扁平苔癣	1
右肺上叶大细胞癌中医治疗	恶性肿瘤中医治疗	1
心功能不全并肺部感染、梅毒房颤。糖尿病。高血压病	心房颤动[心房纤颤]	1
取出宫内节育器	取出子宫内避孕装置	1
纯红细胞再生障碍	纯红细胞再生障碍性贫血	1
"""乳腺癌改良根治术后,化疗,骨转移,骨质疏松,肝转移,肝损伤"""	乳腺术后	1
卵巢癌个人史	癌	1
右侧多囊卵巢	卵巢多囊样改变	1
绒毛状腺瘤伴癌变	腺瘤癌变	1
硒肺咳嗽。喘。胸闷	喘息	1
双足膝内翻	膝内翻	1
右乳浸润性导管癌中医治疗	乳腺恶性肿瘤	1
心律不齐房颤	心房颤动[心房纤颤]	1
先天性上腮裂漏	鳃裂瘘	1
胰体癌	胰体恶性肿瘤	1
缺锌重轻度缺铁胃口睡眠差	锌缺乏	1
胆囊切开取石术后	胆囊结石	1
脑垂体肿瘤放疗后	垂体恶性肿瘤	1
右眼视障待查缺血	视觉障碍	1
椎间盘脱出症	其他的颈椎间盘移位	1
右肾癌骨继发恶性肿瘤	肾恶性肿瘤	1
管状静脉窦无顶综合征	无顶冠状静脉窦综合征	1
冠心病高血压脑梗塞结膜炎	脑梗死	1
右侧眼眶撞伤	眼和眶未特指的损伤	1
右侧额颞叶脑挫裂伤出血	多发性大脑挫裂伤	1
右足跟部皮肤软组织脱套伤	足部套脱伤	1
右侧胫骨上端骨折	胫骨上端骨折	1
左乳癌术后伴双肺、多发骨转移综	骨继发恶性肿瘤	1
贲门鳞癌	鳞状细胞癌	1
鼻咽横纹肌肉瘤	横纹肌肉瘤	1
1脑缺血脱髓鞘2心肌缺血	心肌供血不足	1
结肠腺癌并癌性腹水	恶性腹腔积液	1
食管溃疡浸润型中分化鳞状细胞癌	食管恶性肿瘤	1
额面鼻外伤性疤痕左内眦韧带断裂移位	内眦移位	1
视网膜修复术后	眼术后	1
食管鳞状细胞化放疗	鳞状细胞癌	1
左肺癌全身转移综合治疗后	左肺恶性肿瘤	1
双膝关节滑膜软骨瘤病	软骨瘤病	1
胸10腰骶部放疗后	放射治疗	1
左手中指掌指关节处包块	手肿物	1
右颈肿痛	颈部肿胀	1
凝血功能障碍维生素K依赖性	维生素K缺乏	1
大疱性表皮松解坏死型药物疹	莱尔综合征[lyell综合征]	1
多发陈旧性闹梗塞	多发性脑梗死	1
肺周围型腺癌	肺恶性肿瘤	1
HCC介入治疗后；HCC	肝细胞癌	1
冠状动脉疾病1急性心肌梗死2壁冠状动脉	急性心肌梗死	1
"""右侧乳腺粘液癌术后,放射治疗,上感"""	粘液癌	1
右下肺腺癌伴双肺、右肾上腺、骨转移 cT3N3M1 IV期 EGFR19号外显子缺失突变 ALK未测	肾上腺继发恶性肿瘤	1
低锌低铁地贫	锌缺乏	1
宫颈癌术后、下腹痛	子宫颈恶性肿瘤	1
左肩胸部梭形细胞瘤	胸部肿瘤	1
胸髓病变伴截瘫	截瘫[双下肢瘫痪]	1
主动脉瓣二尖瓣慢性病变	未特指的主动脉瓣疾患	1
眶内癌	眶内恶性肿瘤	1
双侧下颌第三磨牙阻生齿	埋伏牙	1
结肠癌术后，肝转移，肾上腺转移	转移性癌	1
冠心病不稳定性心绞痛陈旧心梗	陈旧性心肌梗死	1
扁桃体癌	扁桃体恶性肿瘤	1
神经瘫	瘫痪	1
乳腺癌局部晚期化疗	恶性肿瘤终末期化疗	1
横结肠乙状结肠管状腺瘤建议定期复查	管状腺瘤	1
左上肺占位:癌	左肺上叶恶性肿瘤	1
寰枢椎异常信号影	其他特指身体结构诊断性影像检查的异常所见	1
右侧鼻腔鼻窦新生物Ca可能	鼻腔息肉	1
颈6-7髓内病变伴脊髓空洞	脊髓病	1
宫内环白带异常	具有子宫内避孕装置	1
胃体癌伴腹腔种植转移化疗后（ⅠV）	胃体恶性肿瘤	1
脑脱髓鞘改变脑缺血发作	脑血管供血不足	1
放疗后继发不适	放射治	1
左眼白内障人工晶体植入术后	白内障	1
胸45椎体破坏伴截瘫	截瘫[双下肢瘫痪]	1
子宫内膜癌内分泌治疗后	子宫内膜恶性肿瘤	1
慢性阻塞性肺疾病并肺部感染	肺部感染	1
环枕融合环枢脱位	先天性环枕融合	1
直肠癌放化疗后 T3N1M0 IIIB期	直肠恶性肿瘤	1
直肠粘膜低级别管状腺瘤	管状腺瘤	1
肺癌晚期，血尿待查	血尿	1
白内障人工晶体置换术后	白内障	1
尿路感染，肾炎？左肾静脉受压？	泌尿系感染	1
直肠术后化疗	恶性肿瘤术后化疗	1
右乳乳腺纤维腺瘤	乳腺良性肿瘤	1
"""卵巢癌化疗后,反流性食管炎"""	化学治疗	1
右肾切开取石术后	肾术后	1
热水烫伤右下肢	下肢烫伤	1
左附件交界性浆液性肿瘤术后	输卵管及卵巢恶性肿瘤	1
主观性头昏重度焦虑伴躯体化	头晕	1
子宫内膜息肉术后	子宫内膜息肉	1
"""结肠癌术后pT4N1M0,肝转移切除术后"""	肝术后	1
腹腔非霍奇金淋巴瘤	腹部恶性肿瘤	1
其他特指的非霍奇金淋巴瘤	其他特指类型的非霍奇金淋巴瘤	1
窦性不齐左室高电压轻度缺血改变	窦性心律失常	1
左上肺放射性肺纤维化干细胞治疗后	肺纤维化	1
纵隔畸胎瘤术后伴多发骨转移	转移性畸胎瘤	1
鞍区坏死组织不除外寄生虫虫卵	寄生虫病	1
右足背玻璃割伤	足部开放性损伤	1
新生儿右足外翻畸形	先天性足畸形	1
肝癌Ⅳ期	肝恶性肿瘤	1
先天性矫正型大血管转位	矫正性大动脉转位	1
右手指冻伤伤口换药	手指损伤	1
幼儿急疹[第六病]	幼儿急疹	1
双肺部分慢性炎症，部分炎性肉芽肿形成可能	肺肉芽肿	1
"""右肾透明细胞癌术后,腹腔及腹壁转移"""	肾术后	1
心功能肌缺血IV级	心功能IV级(NYHA分级)	1
L5椎体压缩性骨折	腰椎压缩性骨折	1
心律失常持续性房颤偶发室早	心律失常	1
右侧附件区囊性异常密度影	其他特指身体结构诊断性影像检查的异常所见	1
冠心病;骨质疏松;高血压;脑动脉硬化	骨质疏松	1
新生儿缺陷缺氧性脑病后遗症	新生儿缺氧缺血性脑病	1
直肠癌术后回肠造口还纳术	直肠恶性肿瘤	1
"""胰头部占位,肝内多发可疑转移"""	胰腺占位性病变	1
右肺淋巴结增生性病变	淋巴组织增生	1
右颌下腺导管结石伴右颌下腺慢性炎症	慢性下颌下腺炎	1
气管切口出血	操作后切口出血	1
鼻衄贫血待查：失血性？血小板减少性紫癜	鼻出血[鼻衄]	1
抗病毒治疗高指血症	高脂血症	1
高纤维蛋白原血症21低高密度脂蛋白血症	高密度脂蛋白缺乏	1
"""左肾集合管癌,化疗后白细胞减少,发热,上呼吸道感染,咳嗽 痰中带血,化疗后血小板低"""	白细胞减少	1
胆囊腺癌	腺癌	1
G2p0孕36+5周待产LoA完全性前置胎盘副胎盘可能	妊娠合并副胎盘	1
"""卵巢癌术后,盆腔复发?"""	恶性肿瘤复发	1
甲状旁腺功能减退症	甲状旁腺功能减退	1
腰腿痛/心律失常/感冒	腰痛	1
两侧脑室旁脱髓鞘缺血	脑血管供血不足	1
术后伴胸壁、纵隔、腹膜后等多发淋巴结转移（T1bN3M1a IV期）	胸壁淋巴结继发恶性肿瘤	1
慢性肾脏病矿物质及骨异常	矿物质代谢紊乱	1
植物神经紊乱中度焦虑轻度抑郁	焦虑状态	1
慢性阻塞性肺疾病伴肺部感染	肺部感染	1
2troca右侧疝气双侧睾丸固定}2年前不慎跌伤	疝	1
陈旧性腔隙性梗死	腔隙性脑梗死	1
非霍奇金套细胞淋巴瘤III期B	套细胞淋巴瘤	1
血铅高钙不足	低钙血症	1
急性中耳炎;鼻中隔偏曲;慢性鼻咽炎;鼻炎;外耳道疖;变应性支气管炎	鼻炎	1
右上肺斑片状影陈旧性病灶	肺部阴影	1
肝硬化\便血	便血	1
"""肺癌晚期术后复发放疗低硒,咯血,疼痛,咳嗽,恶心,呕吐"""	恶心	1
L2椎体压缩性骨折	腰椎压缩性骨折	1
晚孕胎儿头皮迟缓	妊娠状态	1
(宫颈CINI)	子宫颈上皮瘤样病变[CIN]I级	1
2型糖尿病糖尿病足部病变	2型糖尿病足	1
"""食管癌 造影检查,纵隔腹腔淋巴结转移,胃镜检查、局麻、预防出血,疼痛,成人不能进食、鼻饲"""	进食障碍	1
降结肠癌术后拟行第二次化疗	降结肠恶性肿瘤	1
双下肢无力原因一氧化碳中毒性周围神经病	多发性神经病[多发性神经炎/周围神经炎]	1
左足踇趾外翻锤状趾	锤状趾	1
左下肢周围神经病变	多发性神经病[多发性神经炎/周围神经炎]	1
待查右侧睾丸增大稍膜积水	鞘膜积液	1
缺铁缺锌铅较高腹部淋巴肿大	淋巴结肿大	1
双下肢软组织损伤	"""下肢未特指的损伤,水平未特指"""	1
左踝和左足条索状疤痕左踝关节强直	踝部瘢痕	1
静脉特指疾患右上腔静脉狭窄	静脉其他特指的疾患	1
下丘脑下综合征	下丘脑综合征	1
削水果时不慎被水果刀划伤右手指	"接触刀、剑或匕首造成的损伤,在未特指场所"""	1
L1腰椎压缩性骨折	腰椎压缩性骨折	1
胸段硬膜下自发性血肿伴不全瘫	硬脊膜下血肿	1
"""小细胞肺癌晚期化疗,水肿利尿便秘食欲减退,肝功能损害肺部感染,咳嗽行动不便疼痛"""	疼痛	1
肝曲横结肠管状腺瘤低级别局灶高级别	管状腺瘤	1
"""直肠癌 盆腔淋巴结转移,术前放化疗"""	癌	1
神经系统特指疾患发作性肢体无力待查	神经系统病变	1
贫血原因待查；早孕	妊娠状态	1
左腋下淋巴结放疗后	放射治疗	1
病毒性肝炎慢性乙肝	慢性乙型病毒性肝炎	1
原发性肝癌;慢性乙型病毒性肝炎;肝炎后肝硬变;骨转移	癌	1
乙状结肠管状腺瘤Ⅰ级切缘为查见病变	管状腺瘤	1
耳后颈部淋巴结肿痛	颈淋巴结肿大	1
大疱表皮样癣性药疹	莱尔综合征[lyell综合征]	1
埋伏牙和阻生牙	埋伏牙	1
颅面骨发育不全	颅面骨发育不全	1
左跗跖关节劳损	足的其他和未特指部位的扭伤和劳损	1
颈部淋巴瘤 化疗	化学治疗	1
纵隔畸胎瘤术后伴多发骨转移	骨继发恶性肿瘤	1
心律失常心房颤动室性早搏	室性期前收缩	1
右肺纤维硬结灶右肺肥大泡	肺大疱	1
感染性发热皮肤软组织感染	感染性发热	1
右大腿滑膜肉瘤	下肢恶性肿瘤	1
"""右肺癌术后疼痛免疫功能,咳血抗过敏维生素不足叶酸不足,行动不便便秘重度疼痛抗过敏化疗,口腔溃疡高血压,化疗呕吐食欲减退"""	癌	1
右大腿内侧根部血管瘤？	血管瘤	1
双侧胫前及右侧胫后动脉慢性闭塞型改变	胫后动脉闭塞	1
糖尿病高血压并脑损害心脏损害	高血压	1
下颌骨多发骨折	面骨多发性骨折	1
两侧基底节腔隙性梗塞	基底节脑梗死	1
慢性萎缩性胃炎并肠化生	慢性浅表性胃炎	1
多发蝴蝶椎	"""脊柱其他先天性畸形,与脊柱侧弯无关"""	1
胃癌(伴转移)	胃恶性肿瘤	1
颈椎腰椎病醣尿病脑缺血	脑血管供血不足	1
鞍区占位性质待查	颅内占位性病变	1
原发性支气管肺癌(左上肺 鳞癌可能 cT4N0M1(骨 )	转移性鳞状细胞癌	1
多处皮肤擦挫伤、多处软组织伤	多处皮肤浅表擦伤	1
1.冠心病，陈旧前壁心梗，PTCA+支架术后；2.高血压病2级（极高危）；3.高脂血症。	陈旧性前壁心肌梗死	1
"""脑梗死,记忆力减退,高脂血症,骨质疏松"""	脑梗死	1
霍奇金［何杰金］病未特指C819	未特指的霍奇金病	1
吐血查因右上纵膈气体	咯血	1
1空蝶鞍2脑缺血脱髓鞘	脱髓鞘性脑病	1
右肺中叶腺癌治疗后的随诊检查	右肺中叶恶性肿瘤	1
颅内血管狭窄左中重度狭窄右中中度狭窄	动脉狭窄	1
胃酸返流	反酸	1
肾结石术后	肾术后	1
脑动脉硬化;乏力;耳鸣;脑血管供血不足	耳鸣	1
结肠多发管状腺瘤伴高级别上皮内瘤变	结肠良性肿瘤	1
恶性肿瘤生物靶向治疗	恶性肿瘤生物治疗	1
头腹部左侧臀部打伤	被别人殴打、踢、拧、咬或抓伤	1
右肺鳞癌维持性化学治疗	鳞状细胞癌	1
急性移植物抗宿主反应肠道	急性移植物抗宿主病	1
糖尿病低血糖;糖尿病视网膜病变;高脂血症	糖尿病性视网膜病变	1
双肺纹理增粗左下肺纤维索条病变	肺诊断性影像异常	1
"""横结肠癌 肠道出血 缺铁性贫血,叶酸缺乏,乙型肝炎"""	O	1
耳鸣;分泌性中耳炎;鼻中隔偏曲;慢性咽炎;鼻窦炎;头痛;脑血管供血不足;变应性支气管炎	头痛	1
右上肺癌伴全身多发转移（IV期 骨、脑）	骨继发恶性肿瘤	1
右前臂掌背侧肌肉缺血坏死	上肢供血不足	1
双输卵管结扎术后	结扎输卵管绝育	1
卵巢浆液性腺癌IIIC期	卵巢恶性肿瘤	1
慢阻肺肺心病急性发作	慢性阻塞性肺疾病	1
双手烧伤后瘢痕挛缩畸形	瘢痕挛缩	1
左手II-V指部分坏死左上臂皮肤坏死	手坏死	1
慢性重度萎缩伴肠化hp	肠上皮化生	1
乏力，纳差，恶心，胸闷，心梗可能	胸闷	1
直肠隆起型中分化腺癌	腺癌	1
口腔舌尖扁平苔藓	口腔扁平苔癣	1
口底占位性病变	口腔和咽喉部占位	1
A67C67D8龋齿B45楔状缺损	牙齿楔状缺损	1
外周神经损害	多发性神经病[多发性神经炎/周围神经炎]	1
左乳腺导管内乳头状肿瘤	导管内乳头状瘤	1
鞍区肿瘤放疗后	恶性肿瘤放疗	1
左肾低密度影请结合超声除外囊肿	泌尿器官诊断性影像检查的异常所见	1
子宫颈中高分化鳞癌维持性化学治疗	子宫颈恶性肿瘤	1
右肾多发肾结石	肾结石	1
血凝系统功能异常弥漫性血管内凝血可能	凝血功能异常	1
右侧肢体发僵流涎待查	肢体僵硬	1
右侧舌根部鳞状细胞癌伴颈部淋巴结转移术后（T2N1M0）	舌恶性肿瘤	1
宫颈中高分化鳞状细胞癌	子宫颈恶性肿瘤	1
乙状结肠癌肝多发转移原发灶切除术后（T4N1M1 IV期）	转移性癌	1
右肺腺癌，骨转移，化疗，骨破坏	转移性腺癌	1
早孕子宫较大	妊娠状态	1
口腔癌	口腔恶性肿瘤	1
有右侧甲状腺乳头状癌	乳头状癌	1
左下肢扁平苔藓样疹伴皮肤干燥	扁平苔癣	1
外阴鳞癌	外阴恶性肿瘤	1
粒细胞缺乏伴上呼吸道感染	上呼吸道感染	1
乙状结肠癌，肝转移，膀胱转移	膀胱继发恶性肿瘤	1
"""右肺癌,肝脏多发弥漫性结节,双侧肾上腺占位胃溃疡胃酸多,多发骨转移 中重度疼痛,维生素缺乏 咳嗽,化疗止吐 脑转移"""	咳嗽	1
子宫发育不全	子宫发育不全	1
右髌骨骨折内固定术后	髌骨骨折	1
双侧鼻腔鼻息肉	鼻腔息肉	1
腰椎oa心脏病	未特指的心脏病	1
溃疡癌变	溃疡癌变	1
右肺下叶肺占位性病变	肺占位性病变	1
颅脑创伤后意识障碍	头部损伤	1
胸髓萎缩伴空洞	脊髓空洞症	1
"""糖尿病,冠状动脉粥样硬化,糖尿病伴神经并发症,2型糖尿病性周围血管病变"""	糖尿病伴神经系统并发症	1
横结肠符合绒毛状管状腺瘤	管状绒毛状腺瘤	1
泪溢左眼高眼压	泪溢	1
宫颈原位腺癌	原位腺癌	1
左踝创伤性下垂足	足畸形	1
高血压;冠心病心律失常型;支架术后;前列腺增生	冠状动脉支架植入术后状态	1
右肺占位性病变，右肺转移可能	肺占位性病变	1
右肝巨块型肝癌伴肝内转移，门静脉右支癌栓	肝继发恶性肿瘤	1
双肺病灶性质待查炎性可能性大恶性不除外	肺炎	1
食管胃交界溃疡型混合型神经内分	神经内分泌癌	1
右足趾化脓性炎	趾头炎	1
双肾高密度影较前增多	泌尿器官诊断性影像检查的异常所见	1
右颌下腺复发性涎腺混合瘤	多形性腺瘤	1
部分性发作继发全面性发作	癫痫	1
左盂肱关节破坏结核性类风湿性	肩关节结核	1
